Rank,Released Worldwide,Title,Worldwide Box Office,Domestic box officce,International Box Office
"9,649",2017,Dalida,"$5,485,204","$2,917","$5,482,287"
"9,650",2018,Monkey Magic,"$5,484,138",,"$5,484,138"
"9,651",2013,Educazione siberiana,"$5,483,756",,"$5,483,756"
"9,652",2010,Unthinkable,"$5,483,534",,"$5,483,534"
"9,653",2018,Di Ya Cao,"$5,483,241",,"$5,483,241"
"9,654",2009,Louise-Michel,"$5,482,242",,"$5,482,242"
"9,655",2016,Joséphine s'arrondit,"$5,481,186",,"$5,481,186"
"9,656",2011,Tucker & Dale vs. Evil,"$5,476,378","$223,838","$5,252,540"
"9,657",2001,Made,"$5,476,060","$5,308,707","$167,353"
"9,658",2008,Virgin Territory,"$5,473,041",,"$5,473,041"
"9,659",2022,Artek: Bolshoe puteshestvie (Артек: Б…,"$5,470,041",,"$5,470,041"
"9,660",2018,Mulgoe,"$5,468,601",,"$5,468,601"
"9,661",2016,Collide,"$5,466,698","$2,280,004","$3,186,694"
"9,662",2021,Jigoku no Hanazono,"$5,464,613",,"$5,464,613"
"9,663",2007,Naqaab,"$5,461,630",,"$5,461,630"
"9,664",2016,I Love That Crazy Little Thing,"$5,459,981",,"$5,459,981"
"9,665",2023,Baghead,"$5,457,523",,"$5,457,523"
"9,666",2011,Copie conforme,"$5,455,736","$1,373,975","$4,081,761"
"9,667",2010,The Killer Inside Me,"$5,453,369","$217,277","$5,236,092"
"9,668",2016,Like for Likes,"$5,444,543","$50,839","$5,393,704"
"9,669",2016,Precure All Stars The Movie: Everyone…,"$5,440,957",,"$5,440,957"
"9,670",2015,Fathers and Daughters,"$5,439,798",,"$5,439,798"
"9,671",2011,Martha Marcy May Marlene,"$5,438,911","$2,981,038","$2,457,873"
"9,672",1994,Heavenly Creatures,"$5,438,120","$3,046,086","$2,392,034"
"9,673",2016,Everybody Wants Some,"$5,437,126","$3,400,278","$2,036,848"
"9,674",1991,Livin' Large!,"$5,435,488","$5,435,488",
"9,675",1992,Split Second,"$5,430,822","$5,430,822",
"9,676",2017,Raees,"$5,429,008","$2,369,469","$3,059,539"
"9,677",2017,You Wan Mei Wan,"$5,428,592",,"$5,428,592"
"9,678",2019,Kaijû no kodomo,"$5,428,450","$81,237","$5,347,213"
